Junction,Left_Speed,Left_Comment,Right_Speed,Right_Comment,Date,Time,Day_of_Week,Stratum
J11A-J11,49 mph,"Roadworks, Roadworks",23 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",28.07.24,18:39:43,Sunday,Evening
J11-J10,47 mph,Roadworks,38 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",28.07.24,18:39:43,Sunday,Evening
J10-J9,58 mph,"Roadworks, Unconfirmed Roadworks",61 mph,Roadworks,28.07.24,18:39:43,Sunday,Evening
J9-J8,65 mph,Unconfirmed Roadworks,63 mph,Roadworks,28.07.24,18:39:43,Sunday,Evening
J8-J7,66 mph,No comment,56 mph,No comment,28.07.24,18:40:03,Sunday,Evening
J7-J6A,60 mph,No comment,62 mph,No comment,28.07.24,18:40:23,Sunday,Evening
J6A-J6,70 mph,No comment,70 mph,No comment,28.07.24,18:40:43,Sunday,Evening
J6-J5,70 mph,No comment,70 mph,No comment,28.07.24,18:41:03,Sunday,Evening
J5-J4,70 mph,No comment,70 mph,No comment,28.07.24,18:41:23,Sunday,Evening
J4-J2,70 mph,No comment,65 mph,No comment,28.07.24,18:41:44,Sunday,Evening
J2-J1,70 mph,No comment,62 mph,No comment,28.07.24,18:42:04,Sunday,Evening
J48-J47,60 mph,Unconfirmed Roadworks,50 mph,Unconfirmed Roadworks,29.07.24,00:30:19,Monday,Off
J47-J46,49 mph,Unconfirmed Roadworks,50 mph,Unconfirmed Roadworks,29.07.24,00:30:19,Monday,Off
J46-J45,55 mph,Unconfirmed Roadworks,62 mph,Unconfirmed Roadworks,29.07.24,00:30:19,Monday,Off
J45-J43|44,69 mph,No comment,64 mph,No comment,29.07.24,00:30:40,Monday,Off
J43|44-J42,64 mph,No comment,67 mph,No comment,29.07.24,00:31:00,Monday,Off
J42-J41,67 mph,No comment,66 mph,No comment,29.07.24,00:31:20,Monday,Off
J41-J40,66 mph,No comment,66 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,00:31:30,Monday,Off
J40-J39,70 mph,No comment,56 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,00:31:40,Monday,Off
J39-J38,70 mph,No comment,67 mph,Unconfirmed Roadworks,29.07.24,00:31:50,Monday,Off
J38-J37,48 mph,Unconfirmed Roadworks,67 mph,No comment,29.07.24,00:32:00,Monday,Off
J37-J36,63 mph,Unconfirmed Roadworks,67 mph,No comment,29.07.24,00:32:10,Monday,Off
J36-J35A,63 mph,Unconfirmed Roadworks,67 mph,No comment,29.07.24,00:32:20,Monday,Off
J35A-J35,55 mph,No comment,51 mph,No comment,29.07.24,00:32:40,Monday,Off
J35-J34,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",51 mph,No comment,29.07.24,00:32:50,Monday,Off
J34-J33,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,00:32:50,Monday,Off
J33-J32,50 mph,No comment,56 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,00:33:00,Monday,Off
J32-J31,61 mph,No comment,53 mph,Unconfirmed Roadworks,29.07.24,00:33:10,Monday,Off
J31-J30,51 mph,No comment,50 mph,Unconfirmed Roadworks,29.07.24,00:33:21,Monday,Off
J30-J29A,48 mph,No comment,51 mph,No comment,29.07.24,00:33:41,Monday,Off
J29A-J29,49 mph,No comment,52 mph,No comment,29.07.24,00:34:01,Monday,Off
J29-J28,50 mph,No comment,53 mph,Unconfirmed Roadworks,29.07.24,00:34:11,Monday,Off
J28-J27,64 mph,No comment,70 mph,No comment,29.07.24,00:34:31,Monday,Off
J27-J26,69 mph,No comment,67 mph,No comment,29.07.24,00:34:51,Monday,Off
J26-J25,66 mph,No comment,58 mph,No comment,29.07.24,00:35:11,Monday,Off
J25-J24A,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",50 mph,Unconfirmed Roadworks,29.07.24,00:35:11,Monday,Off
J24A-J24,53 mph,Unconfirmed Roadworks,49 mph,No comment,29.07.24,00:35:21,Monday,Off
J24-J23A,63 mph,No comment,61 mph,No comment,29.07.24,00:35:41,Monday,Off
J23A-J23,70 mph,Unconfirmed Roadworks,69 mph,No comment,29.07.24,00:35:51,Monday,Off
J23-J22,70 mph,No comment,66 mph,No comment,29.07.24,00:36:12,Monday,Off
J22-J21A,69 mph,Unconfirmed Roadworks,66 mph,Unconfirmed Roadworks,29.07.24,00:36:12,Monday,Off
J21A-J21,65 mph,No comment,65 mph,No comment,29.07.24,00:36:32,Monday,Off
J21-J20,70 mph,No comment,68 mph,No comment,29.07.24,00:36:52,Monday,Off
J20-J19,70 mph,No comment,68 mph,No comment,29.07.24,00:37:12,Monday,Off
J19-J18,53 mph,No comment,51 mph,No comment,29.07.24,00:37:32,Monday,Off
J18-J17,50 mph,No comment,50 mph,No comment,29.07.24,00:37:52,Monday,Off
J17-J16,49 mph,No comment,51 mph,Unconfirmed Roadworks,29.07.24,00:38:02,Monday,Off
J16-J15A,66 mph,No comment,64 mph,No comment,29.07.24,00:38:22,Monday,Off
J15A-J15,69 mph,No comment,65 mph,No comment,29.07.24,00:38:42,Monday,Off
J15-J14,70 mph,No comment,66 mph,No comment,29.07.24,00:39:02,Monday,Off
J14-J13,65 mph,Roadworks,67 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,00:39:03,Monday,Off
J13-J12,50 mph,Roadworks,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,00:39:03,Monday,Off
J12-J11A,51 mph,Roadworks,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,00:39:03,Monday,Off
J11A-J11,50 mph,"Roadworks, Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",29.07.24,00:39:03,Monday,Off
J11-J10,49 mph,Roadworks,51 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",29.07.24,00:39:03,Monday,Off
J10-J9,61 mph,"Roadworks, Unconfirmed Roadworks",64 mph,Roadworks,29.07.24,00:39:03,Monday,Off
J9-J8,65 mph,Unconfirmed Roadworks,64 mph,Roadworks,29.07.24,00:39:03,Monday,Off
J8-J7,61 mph,No comment,56 mph,No comment,29.07.24,00:39:23,Monday,Off
J7-J6A,61 mph,No comment,65 mph,No comment,29.07.24,00:39:43,Monday,Off
J6A-J6,65 mph,Unconfirmed Roadworks,67 mph,No comment,29.07.24,00:39:53,Monday,Off
J6-J5,70 mph,Unconfirmed Roadworks,70 mph,No comment,29.07.24,00:40:03,Monday,Off
J5-J4,70 mph,No comment,68 mph,No comment,29.07.24,00:40:23,Monday,Off
J4-J2,70 mph,No comment,66 mph,No comment,29.07.24,00:40:43,Monday,Off
J2-J1,70 mph,No comment,60 mph,No comment,29.07.24,00:41:03,Monday,Off
J48-J47,53 mph,Unconfirmed Roadworks,50 mph,Unconfirmed Roadworks,29.07.24,09:30:46,Monday,Morning
J47-J46,46 mph,Unconfirmed Roadworks,48 mph,Unconfirmed Roadworks,29.07.24,09:30:46,Monday,Morning
J46-J45,27 mph,Unconfirmed Roadworks,58 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,09:30:46,Monday,Morning
J45-J43|44,15 mph,"Congestion, Unconfirmed Roadworks",67 mph,Unconfirmed Roadworks,29.07.24,09:30:46,Monday,Morning
J43|44-J42,53 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",64 mph,No comment,29.07.24,09:30:56,Monday,Morning
J42-J41,68 mph,No comment,63 mph,No comment,29.07.24,09:31:16,Monday,Morning
J41-J40,61 mph,No comment,64 mph,Unconfirmed Roadworks,29.07.24,09:31:26,Monday,Morning
J40-J39,67 mph,No comment,64 mph,Unconfirmed Roadworks,29.07.24,09:31:36,Monday,Morning
J39-J38,70 mph,No comment,65 mph,Unconfirmed Roadworks,29.07.24,09:31:46,Monday,Morning
J38-J37,70 mph,No comment,67 mph,No comment,29.07.24,09:32:07,Monday,Morning
J37-J36,69 mph,No comment,68 mph,No comment,29.07.24,09:32:27,Monday,Morning
J36-J35A,65 mph,Unconfirmed Roadworks,65 mph,No comment,29.07.24,09:32:37,Monday,Morning
J35A-J35,58 mph,No comment,49 mph,No comment,29.07.24,09:32:57,Monday,Morning
J35-J34,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,No comment,29.07.24,09:33:07,Monday,Morning
J34-J33,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,09:33:07,Monday,Morning
J33-J32,35 mph,No comment,51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,09:33:17,Monday,Morning
J32-J31,51 mph,No comment,35 mph,Unconfirmed Roadworks,29.07.24,09:33:27,Monday,Morning
J31-J30,50 mph,No comment,45 mph,Unconfirmed Roadworks,29.07.24,09:33:37,Monday,Morning
J30-J29A,48 mph,No comment,48 mph,No comment,29.07.24,09:33:57,Monday,Morning
J29A-J29,48 mph,No comment,25 mph,No comment,29.07.24,09:34:17,Monday,Morning
J29-J28,48 mph,No comment,45 mph,Unconfirmed Roadworks,29.07.24,09:34:27,Monday,Morning
J28-J27,62 mph,No comment,64 mph,No comment,29.07.24,09:34:47,Monday,Morning
J27-J26,68 mph,No comment,66 mph,No comment,29.07.24,09:35:07,Monday,Morning
J26-J25,66 mph,No comment,41 mph,No comment,29.07.24,09:35:28,Monday,Morning
J25-J24A,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",33 mph,Unconfirmed Roadworks,29.07.24,09:35:28,Monday,Morning
J24A-J24,54 mph,Unconfirmed Roadworks,26 mph,No comment,29.07.24,09:35:38,Monday,Morning
J24-J23A,64 mph,No comment,58 mph,No comment,29.07.24,09:35:58,Monday,Morning
J23A-J23,67 mph,Unconfirmed Roadworks,70 mph,No comment,29.07.24,09:36:08,Monday,Morning
J23-J22,70 mph,No comment,65 mph,No comment,29.07.24,09:36:28,Monday,Morning
J22-J21A,68 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",29 mph,Unconfirmed Roadworks,29.07.24,09:36:28,Monday,Morning
J21A-J21,61 mph,No comment,39 mph,No comment,29.07.24,09:36:48,Monday,Morning
J21-J20,70 mph,No comment,70 mph,No comment,29.07.24,09:37:08,Monday,Morning
J20-J19,70 mph,No comment,67 mph,No comment,29.07.24,09:37:28,Monday,Morning
J19-J18,53 mph,No comment,49 mph,No comment,29.07.24,09:37:48,Monday,Morning
J18-J17,50 mph,No comment,50 mph,No comment,29.07.24,09:38:08,Monday,Morning
J17-J16,50 mph,No comment,49 mph,Unconfirmed Roadworks,29.07.24,09:38:18,Monday,Morning
J16-J15A,63 mph,No comment,60 mph,No comment,29.07.24,09:38:39,Monday,Morning
J15A-J15,70 mph,No comment,62 mph,No comment,29.07.24,09:38:59,Monday,Morning
J15-J14,69 mph,No comment,64 mph,No comment,29.07.24,09:39:19,Monday,Morning
J14-J13,64 mph,Roadworks,61 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,09:39:19,Monday,Morning
J13-J12,48 mph,Roadworks,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,09:39:19,Monday,Morning
J12-J11A,48 mph,Roadworks,26 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,09:39:19,Monday,Morning
J11A-J11,48 mph,"Roadworks, Roadworks",16 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",29.07.24,09:39:19,Monday,Morning
J11-J10,46 mph,Roadworks,40 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",29.07.24,09:39:19,Monday,Morning
J10-J9,56 mph,"Roadworks, Unconfirmed Roadworks",61 mph,Roadworks,29.07.24,09:39:19,Monday,Morning
J9-J8,63 mph,Unconfirmed Roadworks,60 mph,Roadworks,29.07.24,09:39:19,Monday,Morning
J8-J7,55 mph,No comment,53 mph,No comment,29.07.24,09:39:39,Monday,Morning
J7-J6A,62 mph,No comment,63 mph,No comment,29.07.24,09:39:59,Monday,Morning
J6A-J6,70 mph,No comment,69 mph,No comment,29.07.24,09:40:19,Monday,Morning
J6-J5,70 mph,No comment,63 mph,No comment,29.07.24,09:40:40,Monday,Morning
J5-J4,70 mph,No comment,67 mph,No comment,29.07.24,09:41:00,Monday,Morning
J4-J2,68 mph,No comment,69 mph,No comment,29.07.24,09:41:20,Monday,Morning
J2-J1,67 mph,No comment,55 mph,No comment,29.07.24,09:41:40,Monday,Morning
J48-J47,55 mph,Unconfirmed Roadworks,23 mph,Unconfirmed Roadworks,29.07.24,12:30:35,Monday,Inter
J47-J46,47 mph,Unconfirmed Roadworks,43 mph,Unconfirmed Roadworks,29.07.24,12:30:35,Monday,Inter
J46-J45,27 mph,Unconfirmed Roadworks,57 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,12:30:35,Monday,Inter
J45-J43|44,22 mph,"Congestion, Unconfirmed Roadworks",60 mph,Unconfirmed Roadworks,29.07.24,12:30:35,Monday,Inter
J43|44-J42,57 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",59 mph,No comment,29.07.24,12:30:45,Monday,Inter
J42-J41,63 mph,No comment,60 mph,No comment,29.07.24,12:31:05,Monday,Inter
J41-J40,61 mph,No comment,62 mph,Unconfirmed Roadworks,29.07.24,12:31:15,Monday,Inter
J40-J39,61 mph,No comment,63 mph,Unconfirmed Roadworks,29.07.24,12:31:25,Monday,Inter
J39-J38,68 mph,No comment,64 mph,Unconfirmed Roadworks,29.07.24,12:31:35,Monday,Inter
J38-J37,68 mph,No comment,65 mph,No comment,29.07.24,12:31:55,Monday,Inter
J37-J36,68 mph,No comment,64 mph,No comment,29.07.24,12:32:16,Monday,Inter
J36-J35A,64 mph,Unconfirmed Roadworks,65 mph,No comment,29.07.24,12:32:26,Monday,Inter
J35A-J35,56 mph,No comment,48 mph,No comment,29.07.24,12:32:46,Monday,Inter
J35-J34,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,No comment,29.07.24,12:32:56,Monday,Inter
J34-J33,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",44 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,12:32:56,Monday,Inter
J33-J32,49 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,12:33:06,Monday,Inter
J32-J31,60 mph,No comment,47 mph,Unconfirmed Roadworks,29.07.24,12:33:16,Monday,Inter
J31-J30,48 mph,No comment,48 mph,Unconfirmed Roadworks,29.07.24,12:33:26,Monday,Inter
J30-J29A,46 mph,No comment,48 mph,No comment,29.07.24,12:33:46,Monday,Inter
J29A-J29,48 mph,No comment,47 mph,No comment,29.07.24,12:34:06,Monday,Inter
J29-J28,53 mph,No comment,48 mph,Unconfirmed Roadworks,29.07.24,12:34:16,Monday,Inter
J28-J27,60 mph,No comment,63 mph,No comment,29.07.24,12:34:37,Monday,Inter
J27-J26,69 mph,No comment,57 mph,No comment,29.07.24,12:34:57,Monday,Inter
J26-J25,62 mph,No comment,56 mph,No comment,29.07.24,12:35:17,Monday,Inter
J25-J24A,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,Unconfirmed Roadworks,29.07.24,12:35:17,Monday,Inter
J24A-J24,52 mph,Unconfirmed Roadworks,49 mph,No comment,29.07.24,12:35:27,Monday,Inter
J24-J23A,57 mph,No comment,55 mph,No comment,29.07.24,12:35:47,Monday,Inter
J23A-J23,68 mph,Unconfirmed Roadworks,60 mph,No comment,29.07.24,12:35:57,Monday,Inter
J23-J22,70 mph,No comment,65 mph,No comment,29.07.24,12:36:17,Monday,Inter
J22-J21A,68 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",67 mph,Unconfirmed Roadworks,29.07.24,12:36:17,Monday,Inter
J21A-J21,60 mph,No comment,62 mph,No comment,29.07.24,12:36:37,Monday,Inter
J21-J20,70 mph,No comment,68 mph,No comment,29.07.24,12:36:57,Monday,Inter
J20-J19,66 mph,No comment,54 mph,No comment,29.07.24,12:37:17,Monday,Inter
J19-J18,50 mph,No comment,49 mph,No comment,29.07.24,12:37:38,Monday,Inter
J18-J17,49 mph,No comment,48 mph,No comment,29.07.24,12:37:58,Monday,Inter
J17-J16,48 mph,No comment,50 mph,No comment,29.07.24,12:38:18,Monday,Inter
J16-J15A,60 mph,No comment,59 mph,No comment,29.07.24,12:38:38,Monday,Inter
J15A-J15,64 mph,No comment,56 mph,No comment,29.07.24,12:38:58,Monday,Inter
J15-J14,66 mph,No comment,65 mph,No comment,29.07.24,12:39:18,Monday,Inter
J14-J13,63 mph,Roadworks,60 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,12:39:18,Monday,Inter
J13-J12,47 mph,Roadworks,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,12:39:18,Monday,Inter
J12-J11A,48 mph,Roadworks,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,12:39:18,Monday,Inter
J11A-J11,47 mph,"Roadworks, Roadworks",44 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",29.07.24,12:39:18,Monday,Inter
J11-J10,47 mph,Roadworks,46 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",29.07.24,12:39:18,Monday,Inter
J10-J9,56 mph,"Roadworks, Unconfirmed Roadworks",60 mph,Roadworks,29.07.24,12:39:18,Monday,Inter
J9-J8,59 mph,Unconfirmed Roadworks,61 mph,Roadworks,29.07.24,12:39:18,Monday,Inter
J8-J7,57 mph,No comment,49 mph,No comment,29.07.24,12:39:38,Monday,Inter
J7-J6A,62 mph,No comment,61 mph,No comment,29.07.24,12:39:59,Monday,Inter
J6A-J6,70 mph,No comment,68 mph,No comment,29.07.24,12:40:19,Monday,Inter
J6-J5,70 mph,No comment,64 mph,No comment,29.07.24,12:40:39,Monday,Inter
J5-J4,69 mph,No comment,61 mph,No comment,29.07.24,12:40:59,Monday,Inter
J4-J2,68 mph,No comment,68 mph,No comment,29.07.24,12:41:19,Monday,Inter
J2-J1,65 mph,No comment,63 mph,No comment,29.07.24,12:41:39,Monday,Inter
J48-J47,59 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,29.07.24,18:00:09,Monday,Evening
J47-J46,48 mph,Unconfirmed Roadworks,47 mph,Unconfirmed Roadworks,29.07.24,18:00:09,Monday,Evening
J46-J45,50 mph,Unconfirmed Roadworks,60 mph,Unconfirmed Roadworks,29.07.24,18:00:09,Monday,Evening
J45-J43|44,65 mph,No comment,55 mph,No comment,29.07.24,18:00:29,Monday,Evening
J43|44-J42,67 mph,No comment,52 mph,No comment,29.07.24,18:00:49,Monday,Evening
J42-J41,68 mph,No comment,66 mph,No comment,29.07.24,18:01:09,Monday,Evening
J41-J40,68 mph,No comment,65 mph,Unconfirmed Roadworks,29.07.24,18:01:18,Monday,Evening
J40-J39,67 mph,No comment,66 mph,Unconfirmed Roadworks,29.07.24,18:01:29,Monday,Evening
J39-J38,67 mph,No comment,68 mph,Unconfirmed Roadworks,29.07.24,18:01:39,Monday,Evening
J38-J37,59 mph,No comment,31 mph,No comment,29.07.24,18:01:59,Monday,Evening
J37-J36,60 mph,No comment,69 mph,No comment,29.07.24,18:02:18,Monday,Evening
J36-J35A,70 mph,Unconfirmed Roadworks,65 mph,No comment,29.07.24,18:02:30,Monday,Evening
J35A-J35,60 mph,No comment,50 mph,No comment,29.07.24,18:02:50,Monday,Evening
J35-J34,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,No comment,29.07.24,18:03:00,Monday,Evening
J34-J33,52 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,18:03:00,Monday,Evening
J33-J32,51 mph,No comment,53 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,18:03:10,Monday,Evening
J32-J31,63 mph,No comment,38 mph,Unconfirmed Roadworks,29.07.24,18:03:20,Monday,Evening
J31-J30,56 mph,No comment,26 mph,"Unconfirmed Roadworks, Congestion",29.07.24,18:03:30,Monday,Evening
J30-J29A,49 mph,No comment,41 mph,Incident,29.07.24,18:03:40,Monday,Evening
J29A-J29,35 mph,No comment,25 mph,No comment,29.07.24,18:04:00,Monday,Evening
J29-J28,13 mph,Congestion,47 mph,"Incident, Unconfirmed Roadworks",29.07.24,18:04:00,Monday,Evening
J28-J27,27 mph,Congestion,65 mph,No comment,29.07.24,18:04:10,Monday,Evening
J27-J26,67 mph,No comment,67 mph,No comment,29.07.24,18:04:30,Monday,Evening
J26-J25,67 mph,No comment,60 mph,No comment,29.07.24,18:04:50,Monday,Evening
J25-J24A,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,Unconfirmed Roadworks,29.07.24,18:04:50,Monday,Evening
J24A-J24,48 mph,Unconfirmed Roadworks,52 mph,No comment,29.07.24,18:05:00,Monday,Evening
J24-J23A,51 mph,No comment,60 mph,No comment,29.07.24,18:05:21,Monday,Evening
J23A-J23,62 mph,Unconfirmed Roadworks,67 mph,No comment,29.07.24,18:05:31,Monday,Evening
J23-J22,65 mph,No comment,64 mph,No comment,29.07.24,18:05:51,Monday,Evening
J22-J21A,67 mph,Unconfirmed Roadworks,70 mph,Unconfirmed Roadworks,29.07.24,18:05:51,Monday,Evening
J21A-J21,60 mph,No comment,63 mph,No comment,29.07.24,18:06:11,Monday,Evening
J21-J20,69 mph,No comment,70 mph,No comment,29.07.24,18:06:31,Monday,Evening
J20-J19,70 mph,No comment,70 mph,No comment,29.07.24,18:06:51,Monday,Evening
J19-J18,53 mph,No comment,50 mph,No comment,29.07.24,18:07:11,Monday,Evening
J18-J17,41 mph,No comment,49 mph,Incident,29.07.24,18:07:21,Monday,Evening
J17-J16,49 mph,No comment,51 mph,No comment,29.07.24,18:07:41,Monday,Evening
J16-J15A,60 mph,No comment,70 mph,No comment,29.07.24,18:08:02,Monday,Evening
J15A-J15,65 mph,No comment,67 mph,No comment,29.07.24,18:08:22,Monday,Evening
J15-J14,68 mph,No comment,66 mph,No comment,29.07.24,18:08:42,Monday,Evening
J14-J13,66 mph,Roadworks,61 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,18:08:42,Monday,Evening
J13-J12,49 mph,Roadworks,32 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,18:08:42,Monday,Evening
J12-J11A,47 mph,Roadworks,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",29.07.24,18:08:42,Monday,Evening
J11A-J11,47 mph,"Roadworks, Roadworks",46 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",29.07.24,18:08:42,Monday,Evening
J11-J10,38 mph,Roadworks,49 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",29.07.24,18:08:42,Monday,Evening
J10-J9,45 mph,"Roadworks, Unconfirmed Roadworks",64 mph,Roadworks,29.07.24,18:08:42,Monday,Evening
J9-J8,62 mph,Unconfirmed Roadworks,62 mph,Roadworks,29.07.24,18:08:42,Monday,Evening
J8-J7,53 mph,No comment,60 mph,No comment,29.07.24,18:09:02,Monday,Evening
J7-J6A,61 mph,No comment,61 mph,No comment,29.07.24,18:09:22,Monday,Evening
J6A-J6,65 mph,No comment,69 mph,No comment,29.07.24,18:09:42,Monday,Evening
J6-J5,67 mph,No comment,67 mph,No comment,29.07.24,18:10:02,Monday,Evening
J5-J4,70 mph,No comment,67 mph,No comment,29.07.24,18:10:22,Monday,Evening
J4-J2,70 mph,No comment,70 mph,No comment,29.07.24,18:10:43,Monday,Evening
J2-J1,68 mph,No comment,62 mph,No comment,29.07.24,18:11:03,Monday,Evening
J48-J47,53 mph,Unconfirmed Roadworks,50 mph,Unconfirmed Roadworks,30.07.24,08:01:06,Tuesday,Morning
J47-J46,48 mph,Unconfirmed Roadworks,48 mph,Unconfirmed Roadworks,30.07.24,08:01:06,Tuesday,Morning
J46-J45,41 mph,Unconfirmed Roadworks,57 mph,Unconfirmed Roadworks,30.07.24,08:01:06,Tuesday,Morning
J45-J43|44,56 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",60 mph,No comment,30.07.24,08:01:16,Tuesday,Morning
J43|44-J42,65 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",64 mph,No comment,30.07.24,08:01:26,Tuesday,Morning
J42-J41,64 mph,No comment,64 mph,No comment,30.07.24,08:01:46,Tuesday,Morning
J41-J40,57 mph,No comment,68 mph,Unconfirmed Roadworks,30.07.24,08:01:56,Tuesday,Morning
J40-J39,57 mph,No comment,67 mph,Unconfirmed Roadworks,30.07.24,08:02:06,Tuesday,Morning
J39-J38,47 mph,No comment,64 mph,Unconfirmed Roadworks,30.07.24,08:02:16,Tuesday,Morning
J38-J37,65 mph,No comment,66 mph,No comment,30.07.24,08:02:37,Tuesday,Morning
J37-J36,63 mph,No comment,62 mph,No comment,30.07.24,08:02:57,Tuesday,Morning
J36-J35A,63 mph,Unconfirmed Roadworks,58 mph,No comment,30.07.24,08:03:07,Tuesday,Morning
